Student_ID,Name,Gender,District,Schooling_Type,Internet_Access,Parental_Education_Level,Scholarship_Status,Extracurricular_Participation,Residence_Type,School_Medium,Education_System,Transport_Mode,Attendance_Percentage,Study_Hours_per_Week,CGPA,Assignment_Average,Quiz_Average,Mid_Marks,Final_Marks,Final_Exam_Status,Submission_Date
875,Alina Qureshi,Female,Peshawar,Public,No,PhD,Yes,Multiple Activities,Urban,English Medium,Sindh Board,School Bus,57,12,2.59,91.08,63.12,98,93,Fail,2024-02-13
876,Hassan Chaudhry,Male,Gujranwala,Private,Yes,Intermediate,No,None,Rural,Urdu Medium,Federal Board,Own Vehicle,56,10,3.27,87.4,66.68,89,71,Pass,2025-07-21
877,Taha Shah,Male,Rawalpindi,Home Schooling,Yes,Masters,Yes,Sports,Rural,Urdu Medium,Punjab Board,Own Vehicle,95,6,3.77,85.55,53.99,58,69,Fail,2024-06-19
878,Sara Awan,Female,Faisalabad,Public,Yes,Intermediate,No,Volunteer Work,Rural,English Medium,Cambridge System,School Bus,61,2,2.23,68.69,64.45,74,96,Pass,2023-01-10
879,Ayesha Malik,Female,Rawalpindi,Private,Yes,Intermediate,Yes,None,Urban,Urdu Medium,Federal Board,School Bus,81,21,2.7,67.08,56.61,61,87,Fail,2023-08-26
880,Usman Shah,Male,Quetta,Public,No,PhD,Yes,Sports,Urban,English Medium,Cambridge System,Public Transport,84,30,3.01,82.04,62.06,63,46,Pass,2025-03-09
881,Omer Khan,Male,Gujranwala,Public,Yes,Uneducated,Yes,Debate Club,Rural,Urdu Medium,Federal Board,School Bus,85,14,2.54,80.5,82.45,76,58,Fail,2023-04-24
882,Fatima Awan,Female,Islamabad,Home Schooling,No,Masters,No,Sports,Urban,English Medium,Federal Board,Walking,68,26,2.91,69.59,88.14,55,46,Pass,2024-02-05
883,Hassan Awan,Male,Multan,Madrasa,No,Uneducated,No,Debate Club,Rural,Urdu Medium,Punjab Board,Walking,83,22,2.5,69.27,54.02,42,75,Fail,2024-02-27
884,Fatima Butt,Female,Sialkot,Madrasa,Yes,Masters,No,Sports,Urban,Urdu Medium,Cambridge System,Own Vehicle,65,16,3.97,84.61,87.65,99,90,Pass,2025-02-01
885,Maha Butt,Female,Islamabad,Home Schooling,No,Intermediate,No,Arts Society,Rural,English Medium,Sindh Board,School Bus,64,20,2.74,59.41,73.54,57,51,Fail,2025-05-21
886,Alina Khan,Female,Sialkot,Public,Yes,Uneducated,Yes,Multiple Activities,Urban,Urdu Medium,Punjab Board,Public Transport,58,22,3.2,91.75,41.58,99,75,Fail,2025-08-07
887,Taha Butt,Male,Multan,Public,No,Intermediate,Yes,Sports,Urban,English Medium,Punjab Board,Public Transport,88,3,3.94,70.64,78.0,50,52,Pass,2025-06-14
888,Farhan Chaudhry,Male,Rawalpindi,Private,No,Uneducated,Yes,Volunteer Work,Rural,Urdu Medium,Punjab Board,Public Transport,75,10,2.42,91.74,78.0,80,96,Pass,2024-12-02
889,Saad Awan,Male,Islamabad,Home Schooling,No,Primary,Yes,None,Urban,Urdu Medium,Sindh Board,Own Vehicle,93,22,2.56,57.73,80.11,57,96,Fail,2024-12-01
890,Sana Butt,Female,Rawalpindi,Public,Yes,Matric,No,Sports,Rural,English Medium,Punjab Board,Own Vehicle,99,12,2.19,72.4,53.86,82,87,Pass,2023-09-11
891,Danish Iqbal,Male,Multan,Madrasa,No,Bachelors,No,Sports,Rural,English Medium,Cambridge System,Walking,59,9,2.62,50.69,41.36,51,82,Fail,2023-07-17
892,Maryam Butt,Female,Karachi,Private,No,PhD,Yes,Debate Club,Rural,English Medium,Sindh Board,School Bus,87,27,2.71,60.94,73.03,93,82,Pass,2024-03-11
893,Hamza Malik,Male,Multan,Madrasa,Yes,Masters,No,Debate Club,Urban,English Medium,Federal Board,Walking,74,19,3.46,75.8,56.94,43,54,Pass,2024-09-19
894,Sana Sheikh,Female,Peshawar,Public,Yes,Masters,No,Multiple Activities,Rural,Urdu Medium,Cambridge System,Walking,75,20,3.14,68.26,68.66,49,69,Pass,2025-11-18
895,Hassan Butt,Male,Islamabad,Public,No,Matric,Yes,Debate Club,Urban,English Medium,Federal Board,Public Transport,87,18,2.08,69.85,62.24,56,89,Pass,2024-04-03
896,Kamran Khan,Male,Peshawar,Private,Yes,Uneducated,No,Multiple Activities,Urban,English Medium,Cambridge System,School Bus,93,9,3.74,82.82,73.96,74,45,Pass,2023-03-21
897,Maha Chaudhry,Female,Quetta,Private,Yes,PhD,No,Sports,Urban,English Medium,Federal Board,School Bus,98,25,3.78,92.04,76.64,78,66,Pass,2023-12-21
898,Noor Raza,Female,Islamabad,Madrasa,Yes,Bachelors,Yes,Arts Society,Rural,English Medium,Federal Board,School Bus,97,14,2.25,69.37,82.71,46,95,Fail,2025-02-02
899,Maha Iqbal,Female,Gujranwala,Private,No,Primary,No,Arts Society,Urban,English Medium,Punjab Board,Public Transport,97,27,2.65,51.35,48.36,92,76,Fail,2023-09-26
900,Maryam Butt,Female,Multan,Home Schooling,Yes,Uneducated,Yes,None,Rural,English Medium,Sindh Board,Walking,61,30,2.38,52.93,78.0,58,47,Fail,2024-12-17
901,Sara Qureshi,Female,Sialkot,Public,Yes,Primary,Yes,Arts Society,Rural,Urdu Medium,Punjab Board,Walking,99,21,3.97,66.92,44.79,55,63,Pass,2024-08-31
902,Fatima Butt,Female,Karachi,Private,Yes,Uneducated,Yes,Debate Club,Urban,Urdu Medium,Federal Board,Own Vehicle,72,29,3.36,67.52,57.2,56,49,Pass,2023-05-08
903,Bilal Sheikh,Male,Faisalabad,Private,No,Intermediate,Yes,Arts Society,Urban,Urdu Medium,Cambridge System,School Bus,83,6,3.9,74.75,58.75,78,85,Pass,2025-09-27
904,Bushra Butt,Female,Rawalpindi,Private,No,Matric,Yes,Multiple Activities,Rural,Urdu Medium,Punjab Board,Public Transport,74,12,2.34,59.52,50.07,90,57,Pass,2025-04-16
905,Ahmed Sheikh,Male,Sialkot,Home Schooling,No,Primary,Yes,Volunteer Work,Rural,English Medium,Cambridge System,Walking,86,20,2.96,80.65,80.35,100,49,Fail,2023-08-13
906,Farhan Raza,Male,Faisalabad,Private,Yes,Bachelors,Yes,None,Rural,Urdu Medium,Sindh Board,Walking,65,7,2.3,48.83,68.73,93,85,Pass,2024-01-22
907,Nimra Chaudhry,Female,Sialkot,Madrasa,No,Masters,No,Arts Society,Urban,English Medium,Sindh Board,Public Transport,93,19,3.92,75.42,52.27,89,87,Pass,2023-06-13
908,Alina Sheikh,Female,Lahore,Home Schooling,Yes,PhD,No,None,Rural,English Medium,Federal Board,Own Vehicle,80,15,2.58,94.68,86.91,67,57,Fail,2024-07-15
909,Zain Iqbal,Male,Sialkot,Home Schooling,Yes,Bachelors,No,Volunteer Work,Urban,English Medium,Punjab Board,Own Vehicle,82,26,2.45,83.0,52.18,40,65,Fail,2025-05-04
910,Bushra Malik,Female,Islamabad,Madrasa,Yes,Bachelors,Yes,Volunteer Work,Rural,English Medium,Sindh Board,School Bus,98,24,3.18,52.34,40.17,82,95,Fail,2024-07-13
911,Zeeshan Malik,Male,Islamabad,Private,Yes,Masters,Yes,None,Urban,Urdu Medium,Cambridge System,Public Transport,71,29,2.98,45.34,81.43,48,50,Pass,2023-08-16
912,Danish Shah,Male,Peshawar,Public,Yes,Intermediate,No,Arts Society,Rural,Urdu Medium,Federal Board,Own Vehicle,97,30,3.05,56.53,74.98,42,93,Pass,2025-08-07
913,Kamran Qureshi,Male,Islamabad,Public,No,Masters,Yes,Debate Club,Urban,Urdu Medium,Cambridge System,Public Transport,74,15,3.34,70.0,44.99,98,58,Fail,2023-08-07
914,Kiran Sheikh,Female,Gujranwala,Private,No,Bachelors,No,Arts Society,Rural,Urdu Medium,Cambridge System,School Bus,68,29,3.45,82.41,73.89,56,89,Pass,2023-04-13
915,Hamza Raza,Male,Peshawar,Public,Yes,Intermediate,No,None,Rural,English Medium,Cambridge System,Public Transport,95,21,3.11,77.33,68.06,41,83,Fail,2023-09-02
916,Kamran Khan,Male,Islamabad,Home Schooling,No,Primary,No,Debate Club,Urban,Urdu Medium,Cambridge System,Public Transport,59,10,2.12,82.7,83.97,83,95,Pass,2024-11-05
917,Zainab Chaudhry,Female,Gujranwala,Home Schooling,No,Intermediate,No,Volunteer Work,Urban,Urdu Medium,Sindh Board,Public Transport,67,5,3.73,74.74,59.88,71,84,Fail,2025-08-17
918,Noor Shah,Female,Gujranwala,Private,Yes,Masters,No,Multiple Activities,Rural,English Medium,Sindh Board,Public Transport,55,8,3.72,58.35,70.48,80,95,Fail,2025-06-11
919,Zainab Raza,Female,Gujranwala,Public,No,PhD,Yes,Volunteer Work,Rural,Urdu Medium,Punjab Board,Walking,55,13,2.95,62.42,43.72,69,83,Pass,2023-12-31
920,Taha Raza,Male,Karachi,Home Schooling,No,Matric,No,Volunteer Work,Urban,Urdu Medium,Punjab Board,School Bus,85,18,3.76,46.89,75.0,94,56,Pass,2024-01-09
921,Usman Qureshi,Male,Gujranwala,Public,Yes,Uneducated,Yes,Debate Club,Urban,English Medium,Punjab Board,Own Vehicle,74,22,3.77,73.01,72.26,83,88,Fail,2023-05-24
922,Hassan Iqbal,Male,Karachi,Madrasa,No,Primary,Yes,Multiple Activities,Urban,English Medium,Punjab Board,School Bus,80,24,3.92,81.69,57.15,68,69,Fail,2025-10-31
923,Maryam Khan,Female,Sialkot,Private,Yes,Uneducated,Yes,Sports,Rural,English Medium,Federal Board,Public Transport,72,11,2.45,50.26,46.91,96,92,Pass,2024-04-14
924,Sana Butt,Female,Multan,Private,No,Bachelors,Yes,None,Urban,Urdu Medium,Sindh Board,Walking,56,15,2.08,62.62,52.67,77,43,Fail,2023-02-27
925,Hassan Awan,Male,Karachi,Home Schooling,No,PhD,Yes,None,Rural,English Medium,Cambridge System,School Bus,59,9,3.5,81.39,41.07,57,96,Pass,2024-07-29
926,Sana Qureshi,Female,Islamabad,Private,Yes,Matric,Yes,Sports,Rural,Urdu Medium,Punjab Board,Public Transport,77,25,3.85,47.04,75.98,93,59,Pass,2025-08-12
927,Maha Qureshi,Female,Karachi,Madrasa,No,Uneducated,No,Multiple Activities,Urban,English Medium,Punjab Board,Own Vehicle,56,3,2.22,57.7,44.89,93,66,Pass,2023-11-22
928,Amna Butt,Female,Gujranwala,Private,No,PhD,No,Debate Club,Rural,Urdu Medium,Sindh Board,Walking,94,4,2.47,78.79,52.24,41,40,Fail,2025-03-26
929,Ahmed Qureshi,Male,Karachi,Private,Yes,Primary,No,Multiple Activities,Rural,Urdu Medium,Federal Board,School Bus,84,29,3.08,59.79,55.36,82,47,Pass,2024-06-24
930,Shayan Sheikh,Male,Quetta,Private,No,Matric,No,Volunteer Work,Rural,Urdu Medium,Punjab Board,School Bus,74,6,3.94,90.27,42.96,45,82,Fail,2025-06-26
931,Saad Shah,Male,Quetta,Private,No,Bachelors,No,Multiple Activities,Rural,Urdu Medium,Sindh Board,Own Vehicle,59,16,3.27,63.21,62.81,61,67,Pass,2023-08-09
932,Adnan Sheikh,Male,Faisalabad,Public,No,Masters,Yes,Multiple Activities,Urban,Urdu Medium,Punjab Board,Own Vehicle,72,26,3.9,60.75,79.38,86,50,Pass,2024-04-22
933,Fatima Khan,Female,Faisalabad,Home Schooling,No,Masters,No,Multiple Activities,Urban,Urdu Medium,Punjab Board,Walking,91,9,2.9,82.21,85.41,90,50,Pass,2024-09-05
934,Bushra Khan,Female,Lahore,Private,No,Uneducated,No,Multiple Activities,Rural,English Medium,Punjab Board,Public Transport,90,14,3.64,54.08,57.66,70,99,Fail,2025-04-14
935,Sana Awan,Female,Rawalpindi,Home Schooling,No,Uneducated,No,Volunteer Work,Urban,Urdu Medium,Sindh Board,Own Vehicle,62,6,2.92,53.15,89.95,46,58,Pass,2023-01-24
936,Rehan Butt,Male,Peshawar,Madrasa,Yes,PhD,Yes,None,Urban,English Medium,Federal Board,Own Vehicle,57,4,3.61,50.37,70.34,70,95,Fail,2023-06-02
937,Talha Iqbal,Male,Rawalpindi,Madrasa,No,Intermediate,No,Debate Club,Urban,Urdu Medium,Federal Board,Walking,64,21,3.46,94.59,70.92,58,97,Fail,2025-09-10
938,Fatima Khan,Female,Faisalabad,Private,No,Matric,No,None,Urban,Urdu Medium,Punjab Board,Own Vehicle,72,17,2.24,67.73,48.54,50,59,Pass,2023-05-13
939,Noor Malik,Female,Faisalabad,Public,Yes,Matric,No,Arts Society,Rural,English Medium,Cambridge System,School Bus,65,14,3.32,93.25,87.09,94,92,Fail,2023-05-13
940,Bushra Butt,Female,Lahore,Madrasa,Yes,PhD,Yes,None,Urban,English Medium,Federal Board,Own Vehicle,55,23,3.2,59.7,82.5,73,89,Fail,2023-09-01
941,Talha Shah,Male,Lahore,Private,Yes,Primary,Yes,None,Rural,English Medium,Cambridge System,Own Vehicle,75,3,3.58,79.85,44.0,57,50,Fail,2023-10-18
942,Hassan Raza,Male,Sialkot,Madrasa,Yes,Uneducated,No,Volunteer Work,Urban,English Medium,Punjab Board,Own Vehicle,74,12,2.38,46.17,46.02,98,84,Pass,2023-10-17
943,Sara Qureshi,Female,Islamabad,Public,No,Primary,Yes,Multiple Activities,Urban,English Medium,Punjab Board,Walking,87,25,3.04,62.37,69.03,91,42,Fail,2023-07-23
944,Zeeshan Iqbal,Male,Peshawar,Home Schooling,Yes,Primary,Yes,Multiple Activities,Rural,English Medium,Punjab Board,Own Vehicle,55,26,2.49,56.46,58.05,45,100,Pass,2024-07-27
945,Laiba Shah,Female,Peshawar,Private,No,Matric,Yes,Debate Club,Rural,Urdu Medium,Cambridge System,Walking,75,15,3.03,65.71,89.96,86,68,Pass,2023-10-11
946,Sara Butt,Female,Rawalpindi,Home Schooling,Yes,Uneducated,Yes,Multiple Activities,Rural,Urdu Medium,Federal Board,Walking,63,13,3.87,62.63,48.09,55,79,Fail,2025-04-17
947,Sara Malik,Female,Rawalpindi,Public,Yes,Masters,No,None,Rural,Urdu Medium,Cambridge System,Public Transport,69,11,2.07,55.71,86.41,64,88,Fail,2025-04-17
948,Sana Shah,Female,Islamabad,Madrasa,Yes,Intermediate,No,Debate Club,Rural,Urdu Medium,Punjab Board,Public Transport,98,27,2.0,54.6,70.41,66,94,Fail,2024-08-23
949,Bilal Khan,Male,Rawalpindi,Public,Yes,Uneducated,Yes,Debate Club,Rural,English Medium,Sindh Board,Own Vehicle,73,12,2.74,57.9,84.51,74,84,Fail,2024-03-11
950,Saad Chaudhry,Male,Quetta,Madrasa,No,Intermediate,No,Multiple Activities,Urban,English Medium,Cambridge System,Own Vehicle,75,25,2.96,48.23,53.74,43,45,Pass,2025-09-08
951,Usman Qureshi,Male,Gujranwala,Public,No,Masters,No,Multiple Activities,Rural,Urdu Medium,Punjab Board,Walking,68,29,2.39,50.71,48.93,42,88,Fail,2024-12-04
952,Nimra Shah,Female,Sialkot,Private,No,Bachelors,No,Volunteer Work,Urban,Urdu Medium,Federal Board,Walking,81,22,3.82,74.83,51.74,96,74,Fail,2024-08-31
953,Talha Iqbal,Male,Multan,Private,No,Bachelors,No,None,Urban,Urdu Medium,Punjab Board,Own Vehicle,58,26,3.98,64.8,84.29,74,85,Fail,2023-12-02
954,Ali Raza,Male,Gujranwala,Home Schooling,No,Bachelors,Yes,Sports,Rural,English Medium,Cambridge System,Public Transport,94,3,2.53,57.73,40.78,85,86,Pass,2023-03-21
955,Kamran Shah,Male,Faisalabad,Private,Yes,Uneducated,Yes,Debate Club,Urban,Urdu Medium,Cambridge System,Own Vehicle,64,9,3.92,86.68,48.69,64,50,Pass,2023-03-28
956,Adnan Khan,Male,Rawalpindi,Public,Yes,Masters,No,Multiple Activities,Rural,Urdu Medium,Federal Board,Own Vehicle,83,18,2.0,55.57,68.56,86,67,Fail,2023-01-18
957,Fatima Awan,Female,Rawalpindi,Private,Yes,Uneducated,Yes,Arts Society,Urban,Urdu Medium,Cambridge System,Own Vehicle,73,26,2.93,61.01,78.06,74,91,Pass,2025-02-10
958,Amna Iqbal,Female,Quetta,Home Schooling,Yes,Intermediate,Yes,Multiple Activities,Urban,English Medium,Federal Board,School Bus,97,5,2.6,51.84,62.05,78,60,Fail,2024-09-26
959,Zeeshan Qureshi,Male,Multan,Public,Yes,Intermediate,No,Debate Club,Rural,Urdu Medium,Federal Board,Walking,59,8,2.59,59.76,48.18,92,47,Pass,2025-05-09
960,Mehak Khan,Female,Gujranwala,Private,Yes,PhD,Yes,Sports,Rural,Urdu Medium,Federal Board,Public Transport,58,22,3.32,49.7,64.34,62,60,Pass,2025-09-18
961,Sana Khan,Female,Islamabad,Madrasa,No,PhD,No,Multiple Activities,Urban,Urdu Medium,Federal Board,School Bus,80,17,3.54,84.27,41.37,97,80,Pass,2024-02-02
962,Mehak Butt,Female,Quetta,Private,No,PhD,Yes,Arts Society,Rural,English Medium,Punjab Board,Own Vehicle,63,30,2.01,88.27,48.65,64,70,Fail,2024-02-02
963,Alina Shah,Female,Gujranwala,Private,No,Masters,Yes,Arts Society,Rural,Urdu Medium,Federal Board,Public Transport,85,20,2.02,49.89,82.25,84,66,Pass,2023-10-05
964,Mehak Khan,Female,Lahore,Public,Yes,PhD,Yes,Multiple Activities,Rural,English Medium,Federal Board,Own Vehicle,86,7,2.92,54.75,48.04,77,45,Pass,2024-01-13
965,Zainab Raza,Female,Multan,Madrasa,Yes,Matric,No,Multiple Activities,Rural,Urdu Medium,Federal Board,Public Transport,79,27,3.87,93.23,51.5,92,74,Fail,2025-04-17
966,Nimra Qureshi,Female,Sialkot,Private,No,Matric,Yes,Arts Society,Rural,English Medium,Punjab Board,Walking,95,4,2.12,51.46,49.56,40,56,Pass,2023-01-06
967,Danish Malik,Male,Quetta,Public,No,Uneducated,No,Debate Club,Rural,Urdu Medium,Sindh Board,Public Transport,94,30,3.98,49.13,85.67,43,82,Fail,2023-11-26
968,Bushra Butt,Female,Rawalpindi,Private,No,PhD,Yes,Sports,Urban,Urdu Medium,Federal Board,School Bus,67,5,2.12,56.63,75.73,60,64,Fail,2023-11-15
969,Saad Chaudhry,Male,Peshawar,Madrasa,No,Primary,No,Multiple Activities,Urban,Urdu Medium,Sindh Board,Walking,58,26,2.78,83.89,61.35,95,86,Pass,2023-02-19
970,Taha Awan,Male,Faisalabad,Private,Yes,Primary,No,Debate Club,Urban,Urdu Medium,Federal Board,Walking,83,18,3.16,81.92,62.06,43,80,Pass,2025-05-20
971,Mehak Awan,Female,Islamabad,Home Schooling,Yes,Uneducated,Yes,Volunteer Work,Urban,Urdu Medium,Sindh Board,School Bus,70,28,2.88,51.94,45.2,49,97,Fail,2025-02-03
972,Saad Shah,Male,Faisalabad,Private,Yes,PhD,Yes,None,Urban,English Medium,Sindh Board,Public Transport,59,11,2.39,78.88,44.85,96,62,Fail,2024-03-07
973,Zain Qureshi,Male,Lahore,Public,Yes,Intermediate,No,Volunteer Work,Urban,English Medium,Punjab Board,Own Vehicle,78,21,2.82,75.82,41.76,55,90,Fail,2023-12-10
974,Hamza Sheikh,Male,Rawalpindi,Home Schooling,Yes,Primary,No,Volunteer Work,Urban,Urdu Medium,Cambridge System,Own Vehicle,95,15,2.06,56.99,63.98,46,40,Fail,2023-05-25
975,Bushra Raza,Female,Faisalabad,Public,No,Matric,No,Debate Club,Rural,English Medium,Punjab Board,Walking,71,9,3.87,75.06,72.56,49,60,Pass,2023-05-03
976,Usman Khan,Male,Faisalabad,Public,Yes,Matric,Yes,Multiple Activities,Urban,Urdu Medium,Sindh Board,School Bus,87,27,3.17,76.25,79.23,43,45,Fail,2024-08-10
977,Adeel Chaudhry,Male,Lahore,Madrasa,No,Intermediate,No,Arts Society,Urban,English Medium,Cambridge System,Own Vehicle,61,6,3.07,87.04,77.31,65,55,Fail,2023-06-23
978,Bilal Qureshi,Male,Rawalpindi,Madrasa,Yes,Masters,Yes,None,Rural,Urdu Medium,Punjab Board,Public Transport,90,10,3.55,68.78,71.23,60,49,Fail,2023-06-28
979,Talha Khan,Male,Gujranwala,Madrasa,No,PhD,No,Volunteer Work,Urban,English Medium,Cambridge System,School Bus,99,28,3.41,92.89,86.37,98,50,Pass,2025-03-11
980,Saba Sheikh,Female,Faisalabad,Madrasa,Yes,Matric,Yes,Sports,Rural,Urdu Medium,Federal Board,Public Transport,77,8,3.83,84.34,60.88,87,91,Fail,2023-03-16
981,Saba Awan,Female,Multan,Madrasa,Yes,Primary,Yes,Sports,Urban,English Medium,Punjab Board,Public Transport,92,19,2.13,61.2,88.87,87,94,Pass,2025-02-18
982,Talha Awan,Male,Karachi,Private,Yes,PhD,No,Debate Club,Urban,English Medium,Federal Board,Walking,91,16,3.48,56.27,66.29,60,42,Fail,2025-09-09
983,Rabia Awan,Female,Karachi,Madrasa,No,PhD,No,Arts Society,Rural,Urdu Medium,Federal Board,Public Transport,97,10,3.6,71.34,55.75,100,46,Pass,2024-06-28
984,Sana Sheikh,Female,Multan,Public,No,Bachelors,Yes,Debate Club,Rural,Urdu Medium,Sindh Board,School Bus,83,2,3.54,82.43,64.78,63,62,Pass,2024-04-28
985,Fatima Iqbal,Female,Karachi,Public,Yes,Uneducated,No,Arts Society,Rural,English Medium,Punjab Board,Public Transport,89,6,3.87,55.78,87.54,90,75,Pass,2025-08-31
986,Usman Malik,Male,Lahore,Public,No,Primary,No,Volunteer Work,Urban,English Medium,Sindh Board,Own Vehicle,60,8,2.71,67.23,41.72,83,51,Fail,2025-09-27
987,Laiba Sheikh,Female,Lahore,Private,Yes,Intermediate,No,Sports,Urban,Urdu Medium,Punjab Board,Walking,59,4,2.83,51.11,42.35,93,79,Pass,2023-04-14
988,Farhan Qureshi,Male,Lahore,Private,Yes,Matric,No,Sports,Urban,Urdu Medium,Sindh Board,Walking,71,19,2.5,59.07,69.52,83,42,Fail,2023-02-26
989,Sana Malik,Female,Multan,Home Schooling,Yes,Matric,No,Multiple Activities,Rural,English Medium,Federal Board,Own Vehicle,85,28,2.2,83.85,82.65,62,93,Fail,2023-10-31
990,Zainab Shah,Female,Multan,Public,No,Uneducated,No,Arts Society,Rural,English Medium,Cambridge System,Walking,84,14,2.04,85.07,82.66,84,98,Fail,2024-07-04
991,Fatima Raza,Female,Gujranwala,Madrasa,Yes,Primary,Yes,Multiple Activities,Urban,Urdu Medium,Federal Board,Public Transport,72,8,3.02,76.43,40.9,61,54,Pass,2023-12-28
992,Sana Iqbal,Female,Gujranwala,Private,Yes,Bachelors,No,Volunteer Work,Rural,English Medium,Federal Board,Public Transport,94,17,2.45,88.27,53.25,100,90,Fail,2025-03-11
993,Fatima Raza,Female,Gujranwala,Public,Yes,Intermediate,Yes,Debate Club,Urban,Urdu Medium,Sindh Board,School Bus,76,7,2.43,78.23,40.35,82,74,Pass,2023-04-24
994,Nimra Butt,Female,Lahore,Madrasa,No,Primary,No,Debate Club,Urban,Urdu Medium,Cambridge System,Walking,94,10,2.5,66.77,56.83,56,74,Fail,2025-06-17
995,Ali Butt,Male,Multan,Home Schooling,No,Uneducated,No,Multiple Activities,Urban,Urdu Medium,Punjab Board,Own Vehicle,64,4,2.08,83.03,86.68,100,61,Pass,2024-10-24
996,Taha Raza,Male,Quetta,Home Schooling,No,Uneducated,Yes,Sports,Urban,English Medium,Cambridge System,Public Transport,85,14,3.63,55.59,73.31,56,69,Pass,2023-10-14
997,Hamza Khan,Male,Peshawar,Private,No,Uneducated,No,Multiple Activities,Rural,English Medium,Sindh Board,Own Vehicle,70,20,3.18,53.14,85.19,58,96,Fail,2023-06-26
998,Zainab Shah,Female,Quetta,Private,No,Intermediate,No,None,Urban,English Medium,Federal Board,School Bus,61,22,2.14,63.44,80.42,85,67,Fail,2024-06-14
999,Zain Awan,Male,Lahore,Private,No,Masters,No,Multiple Activities,Rural,Urdu Medium,Sindh Board,School Bus,89,28,3.86,86.6,45.21,47,51,Fail,2025-10-29
1000,Ali Malik,Male,Islamabad,Home Schooling,No,Primary,Yes,Debate Club,Urban,Urdu Medium,Federal Board,Public Transport,86,16,3.37,67.27,53.5,87,48,Pass,2024-01-24
